Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Nico Mannion,Arizona,2020,2,48,1,19,PG,30,1,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,-0.2,0.4,0.2,0.029,-3.4,-0.5,-3.9,-0.2,
Nigel Williams-Goss,Gonzaga,2017,2,55,1,25,PG,10,0,50,8.1,0.415,0.438,0.125,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,-0.1,0.1,0.0,0.017,-5.2,1.3,-3.9,0.0,
Nik Stauskas,Michigan,2014,1,8,3,21,SG,226,63,5124,8.566666666666666,0.5163333333333333,0.555,0.2233333333333333,1.1666666666666667,9.266666666666667,5.2,11.299999999999999,1.0333333333333332,1.0666666666666667,13.366666666666667,15.766666666666666,0.4,2.0999999999999996,2.4,0.021333333333333333,-2.2666666666666666,-1.0999999999999999,-3.2999999999999994,-1.7000000000000002,
Nikola Vučević,USC,2011,1,16,3,21,C,185,149,5183,16.96666666666667,0.5106666666666667,0.01,0.152,11.833333333333334,25.900000000000002,18.833333333333332,8.566666666666666,1.4000000000000001,2.5,11.866666666666667,20.233333333333334,4.8,7.1,11.9,0.11033333333333334,-0.7999999999999999,-0.06666666666666667,-0.8666666666666667,1.9,
Nique Clifford,Colorado State,2025,1,24,1,23,SG,5,2,108,7.3,0.425,0.44,0.08,5.1,13.8,9.4,11.6,1.3,2.5,7.2,10.9,0.0,0.1,0.0,0.017,-3.8,-0.2,-4.0,-0.1,
Noah Clowney,Alabama,2023,1,21,3,19,PF,78,27,1624,10.433333333333332,0.5513333333333333,0.5896666666666667,0.2853333333333333,5.633333333333333,15.5,10.299999999999999,7.433333333333334,1.0333333333333334,1.9666666666666668,12.766666666666666,16.900000000000002,0.1,1.1,1.2,0.03166666666666667,-2.1999999999999997,-1.366666666666667,-3.5666666666666664,-0.6000000000000001,
Noah Vonleh,Indiana,2014,1,9,3,19,PF,177,97,2698,10.866666666666667,0.49033333333333334,0.1366666666666667,0.291,10.466666666666667,22.53333333333333,16.466666666666665,3.1999999999999997,1.0666666666666667,2.033333333333333,14.200000000000001,14.466666666666667,0.7,2.7,3.5,0.067,-3.0,-0.7000000000000001,-3.733333333333333,-1.2999999999999998,
Nolan Smith,Duke,2011,1,21,2,23,PG,84,4,829,7.449999999999999,0.4345,0.248,0.201,3.2,8.399999999999999,5.75,19.049999999999997,1.55,0.35,18.299999999999997,22.25,-1.2,0.4,-0.8,-0.0555,-4.45,-1.7999999999999998,-6.2,-0.9,
Norman Powell,UCLA,2015,2,46,3,22,SG,195,60,3155,11.933333333333332,0.5283333333333333,0.4093333333333333,0.21633333333333335,2.1,12.5,7.366666666666667,10.5,1.9000000000000001,1.0666666666666667,12.166666666666666,19.266666666666666,1.5,3.5,5.0,0.07633333333333334,-1.4333333333333336,0.19999999999999998,-1.2333333333333334,0.5,
Norris Cole,Cleveland State University,2011,1,28,3,23,PG,227,12,4864,8.200000000000001,0.47733333333333333,0.24933333333333332,0.171,1.5666666666666667,7.733333333333333,4.766666666666667,16.7,1.9000000000000001,0.2333333333333333,18.466666666666665,18.133333333333333,-2.7,4.5,1.7999999999999998,0.016,-4.0,-0.7999999999999999,-4.766666666666667,-3.1999999999999997,
OG Anunoby,Indiana,2017,1,23,3,20,SF,210,136,4899,11.0,0.577,0.49066666666666664,0.17066666666666666,4.133333333333334,11.799999999999999,8.066666666666668,5.733333333333333,1.8333333333333333,1.4000000000000001,11.200000000000001,14.066666666666668,3.8,7.0,10.7,0.10066666666666668,-1.4666666666666668,0.9,-0.6,2.1,
Obi Toppin,Dayton,2020,1,8,3,22,PF,201,15,2963,14.866666666666667,0.5843333333333333,0.451,0.166,4.366666666666667,17.3,10.833333333333334,8.833333333333334,1.0999999999999999,1.9333333333333336,9.0,18.733333333333334,4.1,3.5,7.5,0.119,0.20000000000000004,0.06666666666666665,0.26666666666666666,1.7999999999999998,
Ochai Agbaji,Kansas,2022,1,14,3,22,SG,201,95,4589,9.733333333333333,0.553,0.5173333333333333,0.13266666666666668,4.166666666666667,9.299999999999999,6.7,7.333333333333333,1.2,1.6666666666666667,10.066666666666668,14.6,2.0,2.5,4.5,0.04733333333333333,-2.0333333333333337,-0.7000000000000001,-2.6999999999999997,-0.8,
Olivier-Maxence Prosper,Marquette,2023,1,24,3,21,PF,99,5,969,14.933333333333332,0.582,0.319,0.5846666666666667,9.166666666666666,17.566666666666666,13.366666666666667,6.866666666666667,1.4000000000000001,0.6333333333333333,8.866666666666667,16.96666666666667,0.7,0.8,1.6,0.12033333333333333,-0.5,-1.1666666666666667,-1.6333333333333335,-0.1,
Omari Spellman,Villanova,2018,1,30,2,21,PF,95,14,1691,13.4,0.5335000000000001,0.449,0.248,9.149999999999999,17.15,13.05,8.05,1.65,2.55,12.2,16.85,1.1,1.2,2.4,0.068,-0.65,-0.85,-1.5,0.30000000000000004,
Onyeka Okongwu,USC,2020,1,6,3,20,C,178,28,3442,18.666666666666668,0.6823333333333333,0.015333333333333332,0.42133333333333334,12.333333333333334,19.3,15.833333333333334,5.933333333333334,1.5999999999999999,5.033333333333334,13.433333333333332,14.6,8.9,4.3,13.2,0.18066666666666667,-0.7333333333333334,0.8000000000000002,0.06666666666666672,2.1,
Orlando Johnson,UC Santa Barbara,2012,2,36,3,23,SG,103,1,1112,6.766666666666667,0.42366666666666664,0.4106666666666667,0.21433333333333335,3.5333333333333337,13.6,8.633333333333333,7.633333333333333,1.0666666666666667,1.3,11.133333333333333,16.8,-0.2,1.6,1.4,0.012000000000000002,-3.9333333333333336,-0.46666666666666673,-4.3999999999999995,-0.2,
Oso Ighodaro,Marquette,2024,2,40,2,22,PF,71,10,1203,7.4,0.5395,0.0055,0.2415,4.65,17.95,11.350000000000001,10.05,0.95,2.8,20.0,12.35,0.8,0.7,1.5,0.016,-5.95,0.04999999999999999,-5.8999999999999995,-0.5,
Otto Porter Jr.,Georgetown,2013,1,3,3,20,SF,186,86,4027,10.700000000000001,0.49733333333333335,0.2896666666666667,0.17,5.933333333333334,13.200000000000001,9.566666666666666,6.433333333333334,1.7000000000000002,1.0333333333333334,10.633333333333333,15.633333333333333,3.6,4.800000000000001,8.3,0.06833333333333333,-1.9000000000000001,0.033333333333333326,-1.8666666666666665,2.1,
P.J. Hairston,UNC,2014,1,26,2,22,SG,111,54,2000,7.9,0.45799999999999996,0.5985,0.14550000000000002,2.75,12.15,7.35,4.75,1.4,1.1,7.9,18.4,-1.1,1.9000000000000001,0.8999999999999999,0.020999999999999998,-3.2,-0.44999999999999996,-3.7,-0.9,
P.J. Washington,Kentucky,2019,1,12,3,21,PF,187,146,5481,13.133333333333333,0.5613333333333334,0.45966666666666667,0.19799999999999998,4.466666666666666,16.8,10.5,11.566666666666668,1.5666666666666667,3.1999999999999997,13.233333333333334,17.866666666666667,2.6,5.5,8.1,0.07033333333333333,-1.1333333333333333,0.3,-0.8666666666666667,1.7,
Paolo Banchero,Duke,2022,1,1,3,20,PF,198,198,6811,17.400000000000002,0.542,0.26733333333333337,0.432,3.6,20.566666666666666,11.9,22.8,1.2,1.5999999999999999,12.333333333333334,30.266666666666666,2.1,9.0,11.2,0.081,1.3333333333333333,-0.16666666666666666,1.0999999999999999,4.8,ROY-1
Pascal Siakam,New Mexico State,2016,1,27,3,22,PF,216,122,5086,14.9,0.5666666666666668,0.17500000000000002,0.217,6.400000000000001,17.333333333333332,11.966666666666667,10.333333333333334,1.5666666666666667,2.733333333333333,12.233333333333334,16.533333333333335,8.2,7.300000000000001,15.600000000000001,0.13233333333333333,-0.5666666666666667,1.0333333333333334,0.43333333333333335,4.1,MIP-1
Pat Connaughton,Notre Dame,2015,2,41,3,23,SG,155,6,1947,8.566666666666668,0.512,0.47500000000000003,0.11333333333333333,4.833333333333333,13.266666666666666,9.033333333333333,10.433333333333332,0.7999999999999999,0.5666666666666667,14.700000000000001,15.033333333333333,1.3,1.6,2.9,0.03133333333333333,-2.3000000000000003,-1.2,-3.5,0.0,
Patrick Baldwin Jr.,UW-Milwaukee,2022,1,28,3,20,SF,93,7,826,12.4,0.5896666666666667,0.6846666666666668,0.11666666666666665,2.966666666666667,20.599999999999998,11.766666666666666,6.366666666666667,1.4333333333333333,1.9333333333333333,10.4,18.366666666666667,-0.29999999999999993,0.9,0.5,0.04866666666666667,-0.7666666666666667,-0.9666666666666667,-1.7333333333333332,-0.19999999999999998,
Patrick McCaw,UNLV,2016,2,38,3,21,SG,157,31,2432,7.833333333333333,0.5163333333333333,0.434,0.18000000000000002,2.1,8.566666666666666,5.466666666666666,9.6,2.1333333333333333,0.7666666666666667,15.433333333333332,11.366666666666667,0.2,2.5,2.8,0.056999999999999995,-3.8333333333333335,0.7000000000000001,-3.1666666666666665,-0.7,
Patrick Patterson,Kentucky,2010,1,14,3,21,PF,187,48,4126,14.466666666666667,0.5323333333333333,0.075,0.12333333333333334,9.033333333333333,14.333333333333334,11.700000000000001,6.933333333333334,0.9666666666666667,2.1666666666666665,8.933333333333334,17.2,5.3,2.8,8.1,0.09900000000000002,-0.23333333333333336,-0.6333333333333333,-0.9,1.1,
Patrick Williams,Florida State,2020,1,4,3,19,PF,170,145,4728,11.466666666666667,0.5916666666666667,0.318,0.26466666666666666,4.066666666666666,13.4,8.766666666666666,5.766666666666667,1.3666666666666665,2.2333333333333334,12.833333333333334,14.933333333333332,1.4,5.5,6.9,0.077,-1.8,0.03333333333333336,-1.7333333333333334,0.2,
Paul George,Fresno State,2010,1,10,3,20,SG,206,164,6195,15.433333333333332,0.5426666666666667,0.3713333333333333,0.258,3.3000000000000003,17.733333333333334,10.566666666666668,13.833333333333334,2.6666666666666665,1.4333333333333333,14.299999999999999,20.2,6.0,11.4,17.4,0.128,0.4333333333333333,1.9333333333333333,2.3666666666666667,7.700000000000001,"DPOY-8,MIP-1,AS,NBA3,DEF2"
Paul Reed,DePaul,2020,2,58,3,21,PF,133,4,1234,20.599999999999998,0.576,0.063,0.16433333333333333,17.8,19.8,18.833333333333332,8.200000000000001,3.733333333333333,5.7,12.666666666666666,18.599999999999998,1.9999999999999998,2.7,4.699999999999999,0.18466666666666667,-1.4000000000000001,1.7333333333333332,0.3333333333333333,0.7,
Payton Pritchard,Oregon,2020,1,26,3,23,SG,185,9,2912,12.566666666666668,0.5653333333333334,0.6263333333333333,0.07633333333333334,3.5666666666666664,10.799999999999999,7.2,15.9,1.2333333333333334,0.43333333333333335,11.4,18.366666666666667,3.3000000000000003,2.8,6.2,0.09599999999999999,-0.2333333333333334,-0.5,-0.7666666666666666,1.2,
Pelle Larsson,Arizona,2024,2,44,2,23,SG,65,15,983,12.75,0.617,0.47150000000000003,0.314,2.8,9.7,6.35,13.850000000000001,1.7,0.45,9.3,15.05,1.1,1.0,2.0999999999999996,0.125,-1.9,0.6499999999999999,-1.25,-0.1,
Perry Jones,Baylor,2012,1,28,3,21,SF,143,21,1675,8.266666666666667,0.4723333333333333,0.22766666666666668,0.19499999999999998,3.533333333333333,14.299999999999999,9.200000000000001,4.866666666666667,1.0666666666666667,1.5333333333333332,10.866666666666667,15.9,-5.551115123125783e-17,1.7000000000000002,1.7,0.035333333333333335,-3.6666666666666665,-0.7000000000000001,-4.366666666666666,-0.7000000000000001,
Peyton Siva,Louisville,2013,2,56,1,23,SG,24,0,224,5.7,0.425,0.439,0.263,0.9,6.2,3.4,21.0,2.0,0.4,22.1,15.6,-0.2,0.1,-0.2,-0.032,-5.3,-1.1,-6.4,-0.2,
Peyton Watson,UCLA,2022,1,30,3,20,SG,171,24,3330,12.0,0.552,0.29833333333333334,0.2986666666666667,4.233333333333333,14.6,9.566666666666666,7.433333333333334,1.0999999999999999,5.066666666666666,10.466666666666667,15.933333333333332,1.4,3.9000000000000004,5.3,0.075,-2.6,0.3333333333333333,-2.2666666666666666,0.0,
Pierre Jackson,Baylor,2013,2,42,1,25,PG,8,1,84,13.0,0.416,0.282,0.179,1.3,11.6,6.2,38.0,1.2,0.0,6.7,25.3,0.0,0.1,0.0,0.021,-2.7,-1.7,-4.4,-0.1,
Precious Achiuwa,Memphis,2020,1,20,3,21,PF,189,44,3602,14.033333333333331,0.5356666666666667,0.17666666666666667,0.3353333333333333,9.833333333333334,22.233333333333334,15.766666666666667,6.433333333333334,1.2333333333333334,2.966666666666667,12.066666666666668,19.133333333333333,1.5,4.5,6.0,0.08266666666666667,-2.3333333333333335,-0.6333333333333333,-3.0,-0.7000000000000001,
Quentin Grimes,Houston,2021,1,25,3,21,SG,168,90,3932,10.433333333333332,0.5666666666666667,0.7373333333333334,0.127,2.4333333333333336,9.5,5.933333333333334,8.966666666666667,1.5999999999999999,1.0666666666666667,9.166666666666666,15.1,4.1000000000000005,3.5,7.5,0.085,-1.3666666666666665,0.4666666666666666,-0.8666666666666667,1.2,
Quincy Acy,Baylor,2012,2,37,3,22,PF,160,22,2476,12.633333333333333,0.5616666666666666,0.10466666666666667,0.39199999999999996,8.9,18.866666666666667,13.766666666666666,6.266666666666667,1.5,2.466666666666667,14.933333333333332,13.433333333333332,2.3,2.0,4.3,0.102,-1.8666666666666665,0.26666666666666666,-1.5666666666666667,0.0,
Quincy Miller,Baylor,2012,2,38,3,20,PF,69,16,934,7.3,0.38199999999999995,0.308,0.22366666666666668,4.333333333333333,11.433333333333332,7.933333333333334,10.5,2.1,2.1,10.766666666666666,19.533333333333335,-0.8999999999999999,0.8999999999999999,-0.1,-0.02633333333333333,-4.8,-0.7666666666666666,-5.566666666666666,-0.5,
Quincy Pondexter,Washington,2010,1,26,3,22,SF,189,15,2979,9.633333333333333,0.5213333333333333,0.36366666666666664,0.22066666666666668,4.7,9.299999999999999,6.966666666666666,5.866666666666667,1.4000000000000001,0.6333333333333334,9.700000000000001,13.6,2.8,3.1,5.800000000000001,0.08900000000000001,-1.7,0.19999999999999998,-1.4666666666666666,0.5,
Quinndary Weatherspoon,Mississippi State,2019,2,49,3,23,SG,42,0,272,8.266666666666666,0.5100000000000001,0.2343333333333333,0.27099999999999996,2.3666666666666667,10.966666666666667,6.7,12.233333333333334,1.9000000000000001,1.2666666666666666,17.53333333333333,15.699999999999998,-0.2,0.2,0.2,0.03333333333333333,-5.566666666666666,-0.06666666666666668,-5.6000000000000005,-0.2,
Quinten Post,Boston College,2024,2,52,2,24,PF,52,19,838,13.85,0.6085,0.66,0.0495,6.0,20.35,13.0,10.45,1.2000000000000002,3.35,11.9,17.1,0.9,1.1,2.0,0.10600000000000001,-0.05,0.3,0.25,0.5,
R.J. Hunter,Georgia State University,2015,1,28,3,22,SG,44,1,369,4.333333333333333,0.3116666666666667,0.781,0.056999999999999995,0.2333333333333333,12.166666666666666,6.166666666666667,5.400000000000001,1.8333333333333333,0.3333333333333333,6.166666666666667,14.133333333333333,-0.1,0.5,0.3,-0.006999999999999999,-5.366666666666667,0.5666666666666667,-4.8,0.0,
RJ Barrett,Duke,2019,1,3,3,19,SG,198,197,6632,12.6,0.5083333333333333,0.30033333333333334,0.31633333333333336,2.966666666666667,15.033333333333333,8.9,13.833333333333334,1.2,0.7999999999999999,11.1,25.0,-0.6000000000000001,6.4,5.8999999999999995,0.036333333333333336,-1.3666666666666665,-1.0333333333333334,-2.3666666666666667,-0.3,ROY-8
RaiQuan Gray,Florida State,2021,2,59,2,23,PF,4,0,74,19.1,0.6485000000000001,0.4145,0.0835,7.7,16.4,12.05,27.1,0.6,2.25,14.649999999999999,20.45,0.1,0.0,0.30000000000000004,0.1465,2.5,0.20000000000000007,2.7,0.1,
Rakeem Christmas,Syracuse,2015,2,36,2,24,PF,30,0,225,21.2,0.7645,0.0,0.337,15.9,7.6,11.75,1.25,0.35,1.2,6.25,13.899999999999999,0.3,0.2,0.5,0.22100000000000003,0.7999999999999998,-0.04999999999999999,0.75,-0.2,
Rashad Vaughn,UNLV,2015,1,17,3,19,SG,139,8,1671,7.1000000000000005,0.4643333333333333,0.5776666666666667,0.065,1.3,9.933333333333334,5.633333333333333,7.2,1.5999999999999999,1.5,8.9,14.799999999999999,-1.5999999999999999,0.9,-0.6000000000000001,0.0030000000000000027,-2.966666666666667,-1.0333333333333334,-3.966666666666667,-1.1,
Rasheer Fleming,Saint Joseph's,2025,2,31,1,21,PF,5,0,20,5.6,0.278,0.556,0.0,16.7,11.5,14.2,13.2,2.4,0.0,0.0,18.8,0.0,0.0,0.0,-0.021,-7.1,-3.9,-10.9,0.0,
Ray McCallum,Detroit Mercy,2013,2,36,3,22,PG,154,46,2808,10.433333333333332,0.4613333333333333,0.24033333333333332,0.14166666666666666,2.8000000000000003,8.966666666666667,5.8999999999999995,20.266666666666666,1.3666666666666665,0.8666666666666667,12.966666666666667,17.533333333333335,0.6000000000000001,1.4,2.0999999999999996,0.033,-1.9333333333333333,-0.8000000000000002,-2.733333333333333,-0.4,
Ray Spalding,Louisville,2018,2,56,2,21,PF,16,3,167,7.7,0.46299999999999997,0.157,0.3775,10.95,18.4,14.6,2.55,1.45,6.95,26.4,17.700000000000003,-0.1,0.2,0.1,-0.0665,-8.25,-1.4500000000000002,-9.7,-0.2,
Reed Sheppard,Kentucky,2024,1,3,2,20,PG,60,3,821,12.85,0.525,0.597,0.0765,2.4000000000000004,10.25,6.4,19.35,2.5,1.75,12.6,19.15,0.0,1.2,1.3,0.103,-0.3500000000000001,0.75,0.45000000000000007,0.30000000000000004,
Reggie Bullock,UNC,2013,1,25,3,22,SF,116,2,1162,8.299999999999999,0.503,0.6003333333333334,0.11866666666666666,2.3000000000000003,14.0,8.166666666666666,5.566666666666666,1.2666666666666666,0.5,8.766666666666667,12.566666666666668,0.4,1.0,1.5,0.05733333333333334,-1.866666666666667,-0.0666666666666667,-1.9000000000000001,0.09999999999999998,
Reggie Jackson,Boston College,2011,1,24,3,21,PG,195,36,3771,12.933333333333332,0.48866666666666664,0.3256666666666667,0.18866666666666668,2.733333333333333,12.233333333333334,7.8,21.2,2.0,0.46666666666666673,14.966666666666667,19.96666666666667,3.0999999999999996,4.4,7.5,0.07866666666666666,-1.0999999999999999,-0.033333333333333326,-1.1333333333333333,1.5,6MOY-5
Reggie Perry,Mississippi State,2020,2,57,2,20,PF,36,1,398,13.3,0.5015000000000001,0.23600000000000002,0.1785,11.7,21.2,16.450000000000003,10.05,1.9,2.85,13.3,21.4,0.0,0.4,0.4,0.049,-4.2,-1.2,-5.4,-0.30000000000000004,
Richaun Holmes,Bowling Green,2015,2,37,3,22,PF,156,20,2641,17.3,0.5866666666666666,0.17133333333333334,0.27166666666666667,8.866666666666667,17.733333333333334,13.366666666666667,9.533333333333333,1.4333333333333333,3.733333333333333,10.166666666666666,17.7,4.800000000000001,3.4000000000000004,8.1,0.14566666666666664,-0.30000000000000004,0.5,0.20000000000000004,1.6,
Ricky Ledo,Providence,2013,2,43,2,21,SG,28,0,277,9.5,0.46599999999999997,0.376,0.23199999999999998,3.7,8.35,6.0,11.25,1.4500000000000002,0.15,14.649999999999999,26.700000000000003,-0.6,0.0,-0.6,-0.044,-2.8499999999999996,-3.15,-6.0,-0.4,
Rob Dillingham,Kentucky,2024,1,8,2,20,PG,56,1,604,9.1,0.48250000000000004,0.27,0.13,1.3,7.7,4.65,27.85,2.3,0.1,19.8,23.6,-0.6000000000000001,0.7,0.0,-0.0235,-5.65,-1.4,-7.050000000000001,-0.5,
Robbie Hummel,Purdue,2012,2,58,2,24,SF,98,9,1397,9.649999999999999,0.514,0.4,0.1295,5.15,16.5,10.65,5.3,1.15,0.6,7.050000000000001,12.35,1.2999999999999998,0.7,1.9000000000000001,0.067,-2.1500000000000004,-0.8999999999999999,-3.05,-0.4,
Robert Sacre,Gonzaga,2012,2,60,3,23,C,164,34,2425,8.799999999999999,0.4563333333333333,0.001,0.27,7.133333333333333,14.899999999999999,11.033333333333333,6.233333333333333,0.8000000000000002,3.266666666666667,12.266666666666666,14.700000000000001,0.7999999999999999,1.4,2.0999999999999996,0.024000000000000004,-4.633333333333334,-0.6,-5.3,-1.2000000000000002,
Robert Williams,Texas A&M,2018,1,27,3,21,C,113,16,1656,22.53333333333333,0.7166666666666667,0.0026666666666666666,0.321,12.1,23.333333333333332,17.733333333333334,9.200000000000001,2.1,9.833333333333334,15.633333333333333,12.966666666666667,5.0,3.5,8.5,0.2373333333333333,0.6666666666666666,3.6,4.3,3.0,
Robert Woodard II,Mississippi State,2020,2,40,2,21,SF,25,0,87,7.3,0.316,0.275,0.2625,11.25,22.85,17.0,7.65,0.55,3.8499999999999996,4.85,20.85,-0.2,0.0,-0.1,-0.079,-4.75,-3.1,-7.85,-0.1,
Rodney Hood,Duke,2014,1,23,3,22,SG,188,155,5198,12.933333333333332,0.531,0.45933333333333337,0.19766666666666666,1.3333333333333333,11.766666666666666,6.6000000000000005,12.566666666666668,1.4333333333333333,0.6666666666666666,9.566666666666668,21.333333333333332,5.3999999999999995,5.3,10.8,0.09600000000000002,-0.3,0.0,-0.3,2.4,
Romeo Langford,Indiana,2019,1,14,3,20,SG,98,11,1424,6.566666666666666,0.4633333333333334,0.3626666666666667,0.24533333333333332,4.466666666666667,9.066666666666666,6.8,4.7,1.1333333333333333,1.8666666666666665,10.466666666666667,12.0,-0.10000000000000003,1.6,1.5,0.03666666666666667,-3.966666666666667,0.3,-3.6333333333333333,-0.4,
Rondae Hollis-Jefferson,Arizona,2015,1,23,3,21,SF,175,126,4296,14.933333333333332,0.528,0.09999999999999999,0.4266666666666667,6.1000000000000005,20.833333333333332,13.466666666666667,12.566666666666668,2.3333333333333335,1.9666666666666668,13.766666666666666,18.133333333333333,3.0,4.9,7.8999999999999995,0.08900000000000001,-1.3,1.1666666666666667,-0.13333333333333333,1.7,
Royce White,Iowa State,2012,1,16,1,22,PF,3,0,9,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,-0.121,-12.5,-4.5,-16.9,0.0,
Rui Hachimura,Gonzaga,2019,1,9,3,21,PF,147,118,4184,13.266666666666666,0.5543333333333333,0.2313333333333333,0.22599999999999998,3.8666666666666667,16.033333333333335,9.9,7.666666666666667,1.1666666666666667,0.5333333333333333,8.0,19.333333333333332,2.9,2.5,5.3,0.063,-1.0666666666666667,-1.5666666666666667,-2.566666666666667,-0.8,
Russ Smith,Louisville,2014,2,47,2,23,PG,27,0,131,7.85,0.4515,0.3335,0.5555,1.75,11.55,6.55,22.4,3.15,0.7,24.15,26.85,-0.30000000000000004,0.2,-0.2,-0.0675,-5.25,0.09999999999999998,-5.1000000000000005,-0.1,
Ryan Dunn,Virginia,2024,1,28,2,22,SF,84,52,1654,13.1,0.548,0.5045000000000001,0.098,8.8,14.8,11.8,7.85,1.85,3.1,8.65,16.2,0.6000000000000001,1.0,1.6,0.078,-1.65,-0.5499999999999999,-2.1999999999999997,-0.6,
Ryan Kalkbrenner,Creighton,2025,2,34,1,24,C,9,9,246,17.8,0.812,0.021,0.146,14.2,14.1,14.1,2.9,1.9,8.4,23.9,11.2,0.4,0.3,0.7,0.136,-0.5,1.1,0.6,0.2,
Ryan Kelly,Duke,2013,2,48,3,22,PF,147,59,3015,10.5,0.48700000000000004,0.355,0.3443333333333333,3.033333333333333,16.833333333333332,9.733333333333334,9.5,1.2666666666666666,1.9333333333333333,9.566666666666668,15.933333333333332,1.6,1.2999999999999998,3.0,0.03766666666666667,-2.433333333333333,-0.3333333333333333,-2.766666666666667,-0.4,
Ryan Reid,Florida State,2010,2,57,1,25,PF,5,0,17,17.6,0.8,0.0,0.0,7.2,6.3,6.7,0.0,0.0,0.0,16.7,16.0,0.0,0.0,0.1,0.142,1.0,-3.0,-2.0,0.0,
Ryan Rollins,Toledo,2022,2,44,3,20,PG,81,19,960,11.533333333333333,0.582,0.347,0.36533333333333334,3.6666666666666665,14.066666666666668,8.9,18.400000000000002,3.1,2.1333333333333333,25.2,22.5,0.5,1.2,1.7,0.012666666666666668,-4.033333333333334,0.7666666666666665,-3.266666666666667,0.3,
Saben Lee,Vanderbilt,2020,2,38,3,21,PG,110,8,1758,13.566666666666668,0.5173333333333333,0.23233333333333336,0.432,3.233333333333333,11.266666666666666,7.133333333333333,27.900000000000002,2.466666666666667,1.1666666666666667,15.633333333333333,17.933333333333334,1.2,1.9,3.1,0.084,-2.2333333333333334,0.8666666666666667,-1.4000000000000001,0.2,
Saddiq Bey,Villanova,2020,1,19,3,21,SF,229,172,6742,13.733333333333334,0.5533333333333333,0.5676666666666667,0.24066666666666667,3.8666666666666667,14.766666666666666,9.166666666666666,9.833333333333334,1.4000000000000001,0.5333333333333333,7.166666666666667,20.066666666666666,6.6,4.5,11.2,0.08,0.7000000000000001,-1.0666666666666667,-0.3666666666666667,2.8,ROY-4
Sam Dekker,Wisconsin,2015,1,18,3,21,PF,153,3,2308,11.799999999999999,0.5415000000000001,0.334,0.1875,4.266666666666667,16.366666666666667,10.299999999999999,4.633333333333334,3.5999999999999996,0.7000000000000001,9.3,10.133333333333333,2.5,1.7999999999999998,4.3,0.09533333333333334,-1.5999999999999999,1.2999999999999998,-0.3,0.39999999999999997,
Sam Merrill,Utah State University,2020,2,60,3,24,SG,41,2,350,11.633333333333333,0.5446666666666666,0.8096666666666666,0.10466666666666667,1.5333333333333332,13.166666666666666,7.366666666666667,10.799999999999999,1.6666666666666667,0.13333333333333333,6.366666666666667,17.3,0.4,0.30000000000000004,0.7,0.09700000000000002,-1.366666666666667,-0.3999999999999999,-1.7999999999999998,0.0,
Sandro Mamukelashvili,Seton Hall,2021,2,54,3,22,PF,130,15,1518,14.633333333333333,0.5643333333333334,0.43166666666666664,0.21933333333333335,10.4,18.566666666666666,14.466666666666667,11.866666666666667,0.9333333333333332,1.9333333333333336,10.966666666666667,16.833333333333332,1.8,1.2000000000000002,3.0,0.10266666666666667,-0.20000000000000004,-0.9,-1.0666666666666667,0.30000000000000004,
Santi Aldama,Loyola (MD),2021,1,30,3,21,PF,170,55,3660,12.4,0.5273333333333333,0.46866666666666673,0.223,6.5,17.933333333333334,12.066666666666668,9.533333333333333,1.1333333333333335,2.733333333333333,9.799999999999999,17.433333333333334,2.4,4.8,7.299999999999999,0.08133333333333333,-1.7333333333333334,-0.09999999999999998,-1.8,1.5,
Scottie Barnes,Florida State,2021,1,4,3,20,PF,211,210,7389,17.099999999999998,0.5473333333333333,0.247,0.24633333333333332,7.366666666666667,16.633333333333333,11.766666666666666,20.3,1.5666666666666667,2.6666666666666665,12.433333333333332,21.366666666666664,8.3,7.6,15.899999999999999,0.10333333333333333,1.3,0.3666666666666667,1.6666666666666667,6.5,ROY-1
Scottie Lewis,Florida,2021,2,56,1,21,SG,2,0,7,14.6,0.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,0.0,0.0,0.0,0.164,0.0,5.9,6.0,0.0,
Semaj Christon,Xavier,2014,2,55,1,24,PG,64,1,973,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.1,0.006,-4.8,-0.3,-5.1,-0.8,
Semi Ojeleye,SMU,2017,2,37,3,23,PF,198,9,2755,6.933333333333334,0.522,0.6253333333333333,0.20933333333333334,3.5666666666666664,11.766666666666666,7.7,4.066666666666666,0.9,0.4666666666666666,9.633333333333335,10.933333333333332,0.8,2.8,3.8,0.06433333333333334,-3.1666666666666665,-0.3,-3.466666666666667,-1.0,
Seth Lundy,Penn State,2023,2,46,1,23,SF,9,0,52,0.0,0.373,0.765,0.235,2.0,13.1,7.3,0.0,0.0,0.0,5.1,15.8,-0.1,0.0,-0.1,-0.092,-7.7,-5.0,-12.7,-0.1,
