,,,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,,
Rk,Sn,Rd,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,
182,2022,1,2,OKC,Chet Holmgren,Gonzaga,3,120,3478,1949,958,274,0.521,0.37,0.786,29,16.2,8,2.3,12.9,0.178,3.1,4.5,
183,2022,1,3,HOU,Jabari Smith Jr.,Auburn,4,219,6823,2848,1622,293,0.433,0.341,0.806,31.2,13,7.4,1.3,12.3,0.086,-1.6,0.6,
184,2022,1,4,SAC,Keegan Murray,Iowa,3,233,7580,3090,1298,336,0.451,0.372,0.812,32.5,13.3,5.6,1.4,13.9,0.088,-1.1,1.8,
185,2022,1,5,DET,Jaden Ivey,Purdue,3,181,5419,2917,676,802,0.429,0.352,0.746,29.9,16.1,3.7,4.4,1.6,0.014,-2.7,-0.9,
186,2022,1,6,IND,Bennedict Mathurin,Arizona,4,211,5982,3376,949,376,0.447,0.344,0.829,28.4,16,4.5,1.8,6.6,0.053,-3.2,-1.9,
187,2022,1,7,POR,Shaedon Sharpe,Kentucky,4,193,5332,2800,768,399,0.444,0.325,0.787,27.6,14.5,4,2.1,4.5,0.041,-2.5,-0.6,
188,2022,1,8,NOP,Dyson Daniels,,4,206,5301,1752,935,682,0.473,0.328,0.614,25.7,8.5,4.5,3.3,9.8,0.089,0.5,3.3,
189,2022,1,9,SAS,Jeremy Sochan,Baylor,4,187,5073,2120,1130,524,0.469,0.289,0.726,27.1,11.3,6,2.8,4.4,0.042,-2.9,-1.2,
190,2022,1,10,WAS,Johnny Davis,Wisconsin,3,112,1278,395,175,71,0.397,0.273,0.561,11.4,3.5,1.6,0.6,-0.4,-0.013,-6.2,-1.3,
191,2022,1,11,NYK,Ousmane Dieng,,4,116,1413,480,252,118,0.416,0.289,0.737,12.2,4.1,2.2,1,1.7,0.059,-2.8,-0.3,
192,2022,1,12,OKC,Jalen Williams,Santa Clara,3,215,6736,3901,988,924,0.513,0.382,0.803,31.3,18.1,4.6,4.3,20.7,0.148,2.2,7.2,
193,2022,1,13,CHO,Jalen Duren,Memphis,4,215,5722,2544,2213,445,0.653,0,0.706,26.6,11.8,10.3,2.1,20,0.168,1.1,4.4,
194,2022,1,14,CLE,Ochai Agbaji,Kansas,4,210,4714,1613,598,254,0.448,0.348,0.729,22.4,7.7,2.8,1.2,4.6,0.047,-2.8,-0.9,
195,2022,1,15,CHO,Mark Williams,Duke,4,115,2737,1417,1021,156,0.619,0,0.755,23.8,12.3,8.9,1.4,10.7,0.187,1.6,2.5,
196,2022,1,16,ATL,AJ Griffin,Duke,2,92,1572,687,171,78,0.447,0.372,0.898,17.1,7.5,1.9,0.8,1.8,0.053,-1.7,0.1,
197,2022,1,17,HOU,Tari Eason,LSU,4,169,3872,1758,1049,214,0.469,0.365,0.739,22.9,10.4,6.2,1.3,9.3,0.116,0.9,2.8,
198,2022,1,18,CHI,Dalen Terry,Arizona,4,175,1910,598,276,203,0.444,0.3,0.662,10.9,3.4,1.6,1.2,2.4,0.06,-2.9,-0.4,
199,2022,1,19,MIN,Jake LaRavia,Wake Forest,4,146,2866,1064,502,264,0.441,0.375,0.734,19.6,7.3,3.4,1.8,5.2,0.087,-1,0.7,
200,2022,1,20,SAS,Malaki Branham,Ohio State,4,191,3602,1615,388,323,0.44,0.335,0.837,18.9,8.5,2,1.7,-0.2,-0.003,-5.1,-2.8,
201,2022,1,21,DEN,Christian Braun,Kansas,4,246,5791,2285,940,424,0.525,0.375,0.753,23.5,9.3,3.8,1.7,14,0.116,-1,1.4,
202,2022,1,22,MEM,Walker Kessler,Auburn,4,201,5090,1910,1862,241,0.681,0.266,0.545,25.3,9.5,9.3,1.2,17.1,0.161,1.9,5,
203,2022,1,23,PHI,David Roddy,Colorado State,3,168,2845,1044,488,174,0.421,0.302,0.679,16.9,6.2,2.9,1,1.7,0.029,-4,-1.4,
204,2022,1,24,MIL,MarJon Beauchamp,,3,135,1465,556,258,77,0.43,0.354,0.718,10.9,4.1,1.9,0.6,1.2,0.038,-4,-0.8,
205,2022,1,25,SAS,Blake Wesley,Notre Dame,4,162,2326,705,250,397,0.409,0.291,0.632,14.4,4.4,1.5,2.5,-0.4,-0.008,-5.5,-2.1,
206,2022,1,26,DAL,Wendell Moore Jr.,Duke,3,90,727,210,125,66,0.46,0.25,0.815,8.1,2.3,1.4,0.7,0.8,0.055,-2.6,-0.1,
207,2022,1,27,MIA,Nikola Jović,,4,117,2478,1033,447,261,0.45,0.369,0.803,21.2,8.8,3.8,2.2,5.1,0.098,-0.1,1.2,
208,2022,1,28,GSW,Patrick Baldwin Jr.,UW-Milwaukee,3,93,826,343,188,43,0.405,0.373,0.658,8.9,3.7,2,0.5,0.6,0.032,-3.1,-0.2,
209,2022,1,29,MEM,TyTy Washington Jr.,Kentucky,3,58,607,194,63,68,0.347,0.234,0.542,10.5,3.3,1.1,1.2,-0.4,-0.031,-6.8,-0.7,
210,2022,1,30,OKC,Peyton Watson,UCLA,4,180,3521,1222,564,206,0.472,0.327,0.684,19.6,6.8,3.1,1.1,5.9,0.08,-1.8,0.2,
211,2022,2,31,IND,Andrew Nembhard,Gonzaga,4,210,5701,2014,557,957,0.461,0.332,0.803,27.1,9.6,2.7,4.6,6,0.05,-2.6,-0.9,
212,2022,2,32,ORL,Caleb Houstan,Michigan,4,172,2439,693,260,95,0.392,0.373,0.844,14.2,4,1.5,0.6,4,0.079,-2.7,-0.5,
213,2022,2,33,TOR,Christian Koloko,Arizona,3,97,1150,272,264,47,0.519,0.063,0.644,11.9,2.8,2.7,0.5,2.7,0.111,-3.3,-0.4,
214,2022,2,34,OKC,Jaylin Williams,Arkansas,4,175,2776,894,783,327,0.424,0.378,0.752,15.9,5.1,4.5,1.9,8,0.138,1,2.1,
215,2022,2,35,LAL,Max Christie,Michigan State,4,196,3882,1292,503,251,0.432,0.38,0.839,19.8,6.6,2.6,1.3,4.7,0.058,-2.7,-0.7,
216,2022,2,36,POR,Gabriele Procida,,,,,,,,,,,,,,,,,,,
217,2022,2,37,SAC,Jaden Hardy,,4,187,2704,1490,320,259,0.423,0.382,0.764,14.5,8,1.7,1.4,0.7,0.013,-3.8,-1.2,
218,2022,2,38,SAS,Kennedy Chandler,Tennessee,1,36,281,78,38,58,0.422,0.133,0.462,7.8,2.2,1.1,1.6,0.3,0.044,-2.7,0,
219,2022,2,39,CLE,Khalifa Diop,,,,,,,,,,,,,,,,,,,
220,2022,2,40,MIN,Bryce McGowens,Nebraska,4,121,1713,565,198,110,0.413,0.321,0.771,14.2,4.7,1.6,0.9,0.6,0.018,-5.5,-1.5,
221,2022,2,41,NOP,E.J. Liddell,Ohio State,3,23,90,33,20,4,0.429,0.211,1,3.9,1.4,0.9,0.2,0.1,0.053,-4.2,-0.1,
222,2022,2,42,NYK,Trevor Keels,Duke,1,3,8,3,2,0,0.25,0.25,,2.7,1,0.7,0,0,-0.062,-13,0,
223,2022,2,43,LAC,Moussa Diabaté,Michigan,4,113,1681,584,578,69,0.589,0.125,0.614,14.9,5.2,5.1,0.6,4.8,0.138,-1.5,0.2,
224,2022,2,44,ATL,Ryan Rollins,Toledo,4,90,1239,566,166,173,0.491,0.416,0.818,13.8,6.3,1.8,1.9,2.5,0.096,-0.4,0.5,
225,2022,2,45,CHO,Josh Minott,Memphis,4,102,668,300,149,44,0.482,0.341,0.879,6.5,2.9,1.5,0.4,2.4,0.173,1.9,0.7,
226,2022,2,46,DET,Ismael Kamagate,,,,,,,,,,,,,,,,,,,
227,2022,2,47,MEM,Vince Williams Jr.,VCU,4,99,2124,765,417,245,0.423,0.326,0.811,21.5,7.7,4.2,2.5,3.2,0.073,-1.6,0.2,
228,2022,2,48,MIN,Kendall Brown,Baylor,2,21,103,30,11,8,0.545,0,0.6,4.9,1.4,0.5,0.4,0.1,0.055,-5.3,-0.1,
229,2022,2,49,CLE,Isaiah Mobley,USC,3,23,173,60,34,14,0.407,0.333,0.714,7.5,2.6,1.5,0.6,0.3,0.09,-3,0,
230,2022,2,50,MIN,Matteo Spagnolo,,,,,,,,,,,,,,,,,,,
231,2022,2,51,GSW,Tyrese Martin,UConn,3,85,1567,610,259,147,0.4,0.342,0.779,18.4,7.2,3,1.7,0.8,0.024,-2.9,-0.4,
232,2022,2,52,NOP,Karlo Matković,,2,49,842,350,226,48,0.581,0.313,0.7,17.2,7.1,4.6,1,1.6,0.094,-2.1,0,
233,2022,2,53,BOS,JD Davison,Alabama,4,39,215,76,32,36,0.394,0.297,0.6,5.5,1.9,0.8,0.9,0.2,0.038,-3.1,-0.1,
234,2022,2,54,WAS,Yannick Nzosa,,,,,,,,,,,,,,,,,,,
235,2022,2,55,GSW,Gui Santos,,3,88,1010,323,232,96,0.467,0.338,0.754,11.5,3.7,2.6,1.1,2.4,0.115,-1.8,0.1,
236,2022,2,56,CLE,Luke Travers,,2,16,121,18,27,12,0.194,0,1,7.6,1.1,1.7,0.8,-0.2,-0.076,-9.1,-0.2,
237,2022,2,57,POR,Jabari Walker,Colorado,4,197,3184,1191,878,144,0.463,0.31,0.738,16.2,6,4.5,0.7,5.2,0.078,-3.4,-1.1,
238,2022,2,58,IND,Hugo Besson,,,,,,,,,,,,,,,,,,,
239,2022,2,,,,,,,,,,,,,,,,,,,,,,
240,2022,2,,,,,,,,,,,,,,,,,,,,,,
241,2021,1,1,DET,Cade Cunningham,Oklahoma State,5,217,7336,4818,1164,1617,0.447,0.338,0.848,33.8,22.2,5.4,7.5,8,0.053,1.1,5.7,
242,2021,1,2,HOU,Jalen Green,,5,309,10068,6204,1314,1034,0.422,0.342,0.798,32.6,20.1,4.3,3.3,10.8,0.052,-1.1,2.3,
243,2021,1,3,CLE,Evan Mobley,USC,5,279,9079,4612,2493,826,0.544,0.315,0.693,32.5,16.5,8.9,3,29.2,0.155,2.3,9.9,
244,2021,1,4,TOR,Scottie Barnes,Florida State,5,286,9848,4955,2135,1417,0.467,0.307,0.761,34.4,17.3,7.5,5,20.4,0.099,1.8,9.4,
245,2021,1,5,ORL,Jalen Suggs,Gonzaga,5,218,5717,2675,724,729,0.422,0.332,0.782,26.2,12.3,3.3,3.3,6,0.05,-1,1.4,
246,2021,1,6,OKC,Josh Giddey,,5,289,8502,4135,2186,1787,0.464,0.332,0.763,29.4,14.3,7.6,6.2,14.8,0.084,1.4,7.2,
247,2021,1,7,GSW,Jonathan Kuminga,,5,268,5976,3386,1108,487,0.507,0.335,0.702,22.3,12.6,4.1,1.8,12.4,0.1,-1.1,1.4,
248,2021,1,8,ORL,Franz Wagner,Michigan,5,300,9709,5755,1458,1099,0.475,0.324,0.854,32.4,19.2,4.9,3.7,22.3,0.11,0.8,6.8,
249,2021,1,9,SAC,Davion Mitchell,Baylor,5,311,6944,2370,561,1071,0.444,0.345,0.686,22.3,7.6,1.8,3.4,6.7,0.047,-3,-1.8,
250,2021,1,10,NOP,Ziaire Williams,Stanford,5,220,4626,1830,693,263,0.42,0.316,0.817,21,8.3,3.2,1.2,4.8,0.05,-3.4,-1.6,
251,2021,1,11,CHO,James Bouknight,UConn,3,79,900,383,133,73,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,-0.017,-5.9,-0.9,
252,2021,1,12,SAS,Joshua Primo,Alabama,3,56,1068,318,127,99,0.371,0.3,0.75,19.1,5.7,2.3,1.8,-0.2,-0.011,-5.3,-0.9,
253,2021,1,13,IND,Chris Duarte,Oregon,4,177,3231,1348,467,231,0.406,0.349,0.813,18.3,7.6,2.6,1.3,1.9,0.028,-3,-0.8,
254,2021,1,14,GSW,Moses Moody,Arkansas,5,263,4412,1880,593,241,0.448,0.372,0.778,16.8,7.1,2.3,0.9,8.9,0.096,-1.2,0.9,
255,2021,1,15,WAS,Corey Kispert,Gonzaga,5,302,7754,3313,845,450,0.475,0.382,0.801,25.7,11,2.8,1.5,9.5,0.059,-2.3,-0.7,
256,2021,1,16,OKC,Alperen Şengün,,5,294,8394,4765,2524,1219,0.516,0.279,0.703,28.6,16.2,8.6,4.1,23.7,0.135,2.8,10.2,
257,2021,1,17,MEM,Trey Murphy III,Virginia,5,260,7178,3608,1036,494,0.453,0.383,0.878,27.6,13.9,4,1.9,19.1,0.128,1.3,5.9,
258,2021,1,18,OKC,Tre Mann,Florida,5,190,4058,1807,544,442,0.407,0.345,0.796,21.4,9.5,2.9,2.3,1.7,0.02,-3.5,-1.5,
259,2021,1,19,NYK,Kai Jones,Texas,3,107,1081,377,259,44,0.671,0.231,0.682,10.1,3.5,2.4,0.4,2.8,0.126,-1.2,0.2,
260,2021,1,20,ATL,Jalen Johnson,Duke,5,192,4591,2188,1222,509,0.509,0.32,0.722,23.9,11.4,6.4,2.7,9.2,0.096,1.1,3.6,
261,2021,1,21,NYK,Keon Johnson,Tennessee,4,161,3098,1326,429,313,0.379,0.324,0.765,19.2,8.2,2.7,1.9,-0.3,-0.005,-4.2,-1.7,
262,2021,1,22,LAL,Isaiah Jackson,Kentucky,5,172,2601,1237,750,124,0.589,0.206,0.679,15.1,7.2,4.4,0.7,8,0.148,-0.4,1.1,
263,2021,1,23,HOU,Usman Garuba,,3,105,1228,276,397,82,0.467,0.363,0.625,11.7,2.6,3.8,0.8,2.3,0.09,-1.4,0.2,
264,2021,1,24,HOU,Josh Christopher,Arizona State,3,152,2189,987,266,231,0.451,0.273,0.737,14.4,6.5,1.8,1.5,0.2,0.003,-3.9,-1.1,
265,2021,1,25,LAC,Quentin Grimes,Houston,5,252,6226,2684,783,528,0.445,0.376,0.767,24.7,10.7,3.1,2.1,11.3,0.087,-0.4,2.6,
266,2021,1,26,DEN,Bones Hyland,VCU,5,195,3268,1805,412,503,0.401,0.364,0.846,16.8,9.3,2.1,2.6,4.5,0.066,-0.9,0.9,
267,2021,1,27,BRK,Cam Thomas,LSU,5,223,5206,3426,564,463,0.438,0.346,0.861,23.3,15.4,2.5,2.1,5.5,0.051,-1.8,0.2,
268,2021,1,28,PHI,Jaden Springer,Tennessee,4,110,967,316,152,85,0.409,0.238,0.773,8.8,2.9,1.4,0.8,1.4,0.068,-2.7,-0.2,
269,2021,1,29,PHO,Day'Ron Sharpe,UNC,5,200,2919,1294,1126,246,0.552,0.299,0.643,14.6,6.5,5.6,1.2,8.5,0.14,-0.7,1,
270,2021,1,30,UTA,Santi Aldama,Loyola (MD),5,245,5570,2413,1289,466,0.458,0.343,0.687,22.7,9.8,5.3,1.9,12.5,0.108,0.6,3.7,
271,2021,2,31,MIL,Isaiah Todd,,2,18,135,29,24,8,0.222,0.192,0.5,7.5,1.6,1.3,0.4,-0.3,-0.124,-10.2,-0.3,
272,2021,2,32,NYK,Jeremiah Robinson-Earl,Villanova,5,201,3529,1208,867,204,0.439,0.343,0.798,17.6,6,4.3,1,5.8,0.079,-2.1,-0.1,
273,2021,2,33,ORL,Jason Preston,Ohio University,2,21,195,53,39,43,0.4,0.238,0,9.3,2.5,1.9,2,0.1,0.023,-2.6,0,
274,2021,2,34,OKC,Rokas Jokubaitis,,,,,,,,,,,,,,,,,,,
275,2021,2,35,NOP,Herbert Jones,Alabama,5,249,7526,2527,952,613,0.476,0.37,0.821,30.2,10.1,3.8,2.5,15.8,0.101,-0.5,2.9,
276,2021,2,36,OKC,Miles McBride,West Virginia,5,242,4199,1542,371,431,0.405,0.363,0.782,17.4,6.4,1.5,1.8,8.3,0.095,-0.8,1.3,
277,2021,2,37,DET,JT Thor,Auburn,4,185,2261,599,389,90,0.419,0.317,0.651,12.2,3.2,2.1,0.5,1.2,0.026,-4.5,-1.5,
278,2021,2,38,CHI,Ayo Dosunmu,Illinois,5,286,7988,2958,829,932,0.503,0.364,0.778,27.9,10.3,2.9,3.3,13.2,0.079,-1.7,0.7,
279,2021,2,39,SAC,Neemias Queta,Utah State University,5,120,1581,608,481,89,0.63,0,0.698,13.2,5.1,4,0.7,6.2,0.188,-0.3,0.7,
280,2021,2,40,NOP,Jared Butler,Baylor,4,148,2047,990,217,417,0.45,0.341,0.818,13.8,6.7,1.5,2.8,2.5,0.059,-1.5,0.3,
281,2021,2,41,SAS,Joe Wieskamp,Iowa,2,38,255,70,18,12,0.329,0.309,0.538,6.7,1.8,0.5,0.3,0.1,0.013,-5.3,-0.2,
282,2021,2,42,DET,Isaiah Livers,Michigan,4,99,2095,591,251,89,0.406,0.355,0.795,21.2,6,2.5,0.9,1.6,0.037,-3.2,-0.6,
283,2021,2,43,NOP,Greg Brown III,Texas,3,70,773,268,163,42,0.424,0.296,0.616,11,3.8,2.3,0.6,0.2,0.015,-5.1,-0.6,
284,2021,2,44,BRK,Kessler Edwards,Pepperdine,4,178,2255,645,390,111,0.428,0.36,0.786,12.7,3.6,2.2,0.6,2.7,0.058,-2.9,-0.5,
285,2021,2,45,BOS,Juhann Begarin,,,,,,,,,,,,,,,,,,,
286,2021,2,46,TOR,Dalano Banton,Nebraska,4,216,3142,1463,482,422,0.402,0.304,0.728,14.5,6.8,2.2,2,2.1,0.032,-1.5,0.4,
287,2021,2,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,,1,0,0,0,0,-0.495,-27.7,0,
288,2021,2,48,ATL,Sharife Cooper,Auburn,2,15,43,7,5,5,0.214,0.167,,2.9,0.5,0.3,0.3,-0.3,-0.304,-16.8,-0.2,
289,2021,2,49,BRK,Marcus Zegarowski,Creighton,,,,,,,,,,,,,,,,,,
290,2021,2,50,PHI,Filip Petrušev,Gonzaga,1,3,10,3,1,0,0.5,,0.5,3.3,1,0.3,0,0,0.029,-8,0,
291,2021,2,51,MEM,Brandon Boston Jr.,Kentucky,4,147,2346,1101,327,176,0.412,0.328,0.781,16,7.5,2.2,1.2,1,0.021,-3.7,-1,
292,2021,2,52,DET,Luka Garza,Iowa,5,133,1090,647,275,60,0.486,0.312,0.71,8.2,4.9,2.1,0.5,3.3,0.144,-2,0,
293,2021,2,53,PHI,Charles Bassey,Western Kentucky,5,115,1288,495,498,95,0.625,0.231,0.637,11.2,4.3,4.3,0.8,3.9,0.144,0.3,0.7,
294,2021,2,54,IND,Sandro Mamukelashvili,Seton Hall,5,201,2377,1082,635,200,0.478,0.353,0.738,11.8,5.4,3.2,1,5.8,0.118,0.1,1.3,
295,2021,2,55,OKC,Aaron Wiggins,Maryland,5,283,5726,2484,902,388,0.501,0.391,0.791,20.2,8.8,3.2,1.4,13.6,0.114,-0.9,1.6,
296,2021,2,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,,,0.5,3.5,0.5,0,0.5,0,0.164,6,0,
297,2021,2,57,CHO,Balša Koprivica,Florida State,,,,,,,,,,,,,,,,,,
298,2021,2,58,NYK,Jericho Sims,Texas,5,197,2609,463,759,104,0.715,0,0.593,13.2,2.4,3.9,0.5,6.9,0.128,-1.7,0.2,
299,2021,2,59,BRK,RaiQuan Gray,Florida State,2,4,74,39,16,13,0.552,0.417,1,18.5,9.8,4,3.3,0.2,0.149,2.9,0.1,
300,2021,2,60,IND,Georgios Kalaitzakis,,1,13,213,86,21,12,0.463,0.385,0.467,16.4,6.6,1.6,0.9,-0.1,-0.024,-7,-0.3,
301,2020,1,1,MIN,Anthony Edwards,Georgia,6,386,13395,9226,2036,1612,0.447,0.366,0.804,34.7,23.9,5.3,4.2,25.3,0.091,1.7,12.6,
302,2020,1,2,GSW,James Wiseman,Memphis,5,149,2819,1354,834,110,0.56,0.262,0.683,18.9,9.1,5.6,0.7,4.3,0.073,-4,-1.4,
303,2020,1,3,CHO,LaMelo Ball,,6,237,7575,4999,1426,1769,0.422,0.364,0.836,32,21.1,6,7.5,14.2,0.09,2.9,9.3,
304,2020,1,4,CHI,Patrick Williams,Florida State,6,285,7682,2713,1153,420,0.452,0.395,0.766,27,9.5,4,1.5,8.9,0.055,-2.2,-0.4,
305,2020,1,5,CLE,Isaac Okoro,Auburn,6,343,8963,2785,954,551,0.467,0.352,0.734,26.1,8.1,2.8,1.6,16.3,0.087,-2,-0.1,
306,2020,1,6,ATL,Onyeka Okongwu,USC,6,317,7202,3090,2144,417,0.607,0.323,0.752,22.7,9.7,6.8,1.3,25.6,0.171,0.5,4.5,
307,2020,1,7,DET,Killian Hayes,,5,216,5641,1758,637,1121,0.383,0.281,0.777,26.1,8.1,2.9,5.2,-0.2,-0.002,-3.8,-2.6,
308,2020,1,8,NYK,Obi Toppin,Dayton,6,365,6320,3116,1251,433,0.521,0.353,0.776,17.3,8.5,3.4,1.2,16.7,0.127,1,4.8,
309,2020,1,9,WAS,Deni Avdija,,6,368,9983,4273,2299,1052,0.463,0.338,0.76,27.1,11.6,6.2,2.9,15.6,0.075,-0.9,2.9,
310,2020,1,10,PHO,Jalen Smith,Maryland,6,280,4506,2379,1482,233,0.506,0.335,0.751,16.1,8.5,5.3,0.8,12.5,0.133,-0.1,2.2,
311,2020,1,11,SAS,Devin Vassell,Florida State,6,312,8710,4414,1178,809,0.443,0.368,0.802,27.9,14.1,3.8,2.6,12.4,0.068,-0.6,3.1,
312,2020,1,12,SAC,Tyrese Haliburton,Iowa State,5,333,10998,5842,1218,2947,0.477,0.392,0.855,33,17.5,3.7,8.8,37.6,0.164,4.8,18.9,
313,2020,1,13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6,
314,2020,1,14,BOS,Aaron Nesmith,Vanderbilt,6,297,6459,2713,988,314,0.457,0.383,0.823,21.7,9.1,3.3,1.1,10.8,0.081,-1.9,0.2,
315,2020,1,15,ORL,Cole Anthony,UNC,6,328,8102,4104,1397,1264,0.42,0.344,0.843,24.7,12.5,4.3,3.9,11.3,0.067,-0.6,3,
316,2020,1,16,POR,Isaiah Stewart,Washington,6,316,7749,2727,2237,421,0.506,0.347,0.729,24.5,8.6,7.1,1.3,16.1,0.1,-1.6,0.8,
317,2020,1,17,MIN,Aleksej Pokusevski,,4,168,3429,1253,778,327,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1,
318,2020,1,18,DAL,Josh Green,Arizona,5,291,6415,1941,777,448,0.482,0.38,0.687,22,6.7,2.7,1.5,9.2,0.069,-2.9,-1.5,
319,2020,1,19,BRK,Saddiq Bey,Villanova,5,301,9032,4202,1567,551,0.409,0.354,0.839,30,14,5.2,1.8,14.9,0.079,-0.7,2.9,
320,2020,1,20,MIA,Precious Achiuwa,Memphis,6,322,6422,2428,1820,313,0.484,0.303,0.607,19.9,7.5,5.7,1,11.8,0.088,-2.3,-0.5,
321,2020,1,21,PHI,Tyrese Maxey,Kentucky,6,327,10560,6501,997,1478,0.462,0.384,0.865,32.3,19.9,3,4.5,28.2,0.128,1.5,9.4,
322,2020,1,22,DEN,Zeke Nnaji,Arizona,6,256,3025,1064,568,101,0.51,0.36,0.653,11.8,4.2,2.2,0.4,6.7,0.106,-2.6,-0.5,
323,2020,1,23,NYK,Leandro Bolmaro,,2,49,309,56,50,28,0.27,0.227,0.846,6.3,1.1,1,0.6,-0.3,-0.048,-7.8,-0.5,
324,2020,1,24,MIL,R.J. Hampton,,4,170,3116,1155,466,307,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,0.013,-3.8,-1.4,
325,2020,1,25,OKC,Immanuel Quickley,Kentucky,6,334,8607,4686,1141,1266,0.421,0.374,0.855,25.8,14,3.4,3.8,22,0.123,1.2,6.9,
